Številka instance, Številka naloge, Status naloge, Ime koraka, Čas prejema, Čas začetka, Čas zaključka, Tip prejemnika, Prejemnik, Je nujno, Stranka ime, Stranka ulica, Stranka kraj, Stranka telefon, Stranka e-pošta, Znesek naročila, Znesek dostave, Znesek skupaj, Razdalja, Naročena pizza 1, Naročena pizza 2, Naročena pizza 3, Naročena pizza 4, Naročena pizza 5, Naročena pizza 6, Naročena pizza 7, Naročena pizza 8
831, 1, Zaključena, Naročilo, 12/01/2017 17:51:16, 12/01/2017 17:51:16, 12/01/2017 17:51:16, Uporabnik, Berta Potočnik, NE, Renata Pavlin, RUSJANOV TRG 1, 1000 Ljubljana, 044 108 808, renata.pavlin@pizza.si, 22.20, 0.00, 22.20, 9.58, SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], , , , , , 
831, 2, Zaključena, Počakaj, 12/01/2017 17:51:16, 12/01/2017 17:51:16, 12/01/2017 18:01:16, Sistem, , NE, Renata Pavlin, RUSJANOV TRG 1, 1000 Ljubljana, 044 108 808, renata.pavlin@pizza.si, 22.20, 0.00, 22.20, 9.58, SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], , , , , , 
530, 11, Zaključena, Pakiranje, 12/01/2017 17:51:17, 12/01/2017 17:52:07, 12/01/2017 17:53:32, Uporabnik, Blaž Murko, NE, Saša Rožič, SUHADOLČANOVA ULICA 32, 1000 Ljubljana, 044 850 461, sasa.rozic@pizza.si, 22.20, 0.00, 22.20, 1.50, KMEČKA [pelati|sir|klobasa|čebula|ajvar|suha salama], MORNAR [pelati|mozzarela|morski sadeži|dagnje], , , , , , 
709, 8, Zaključena, Pečenje, 12/01/2017 17:51:26, 12/01/2017 18:33:36, 12/01/2017 18:39:36, Uporabnik, Matej Straha, NE, Ljubomir Petrović, MLINSKA POT 16, 1000 Ljubljana, 044 923 364, ljubomir.petrovic@pizza.si, 21.20, 0.00, 21.20, 3.71, KRAŠKA [pelati|sir|pršut|tržaška omaka], GOBJA [pelati|mozzarela|šampinjoni|jurčki], , , , , , 
787, 7, Zaključena, Dostava, 12/01/2017 17:51:27, 12/01/2017 18:44:52, 12/01/2017 18:56:33, Uporabnik, Iztok Krajnc, NE, Urška Janežič, MLAKE 5, 1000 Ljubljana, 044 288 504, urska.janezic@pizza.si, 20.80, 0.00, 20.80, 5.84, MORSKA [pelati|sir|morski sadeži|tržaška omaka], PRIMORSKA [pelati|sir|gobe|pršut|oliva], , , , , , 
634, 10, Zaključena, Pakiranje, 12/01/2017 17:51:27, 12/01/2017 17:54:04, 12/01/2017 17:57:01, Uporabnik, Peter Mlakar, NE, Hedvika Kosi, ULICA MAJKE JUGOVIĆEV 5, 1000 Ljubljana, 044 104 936, hedvika.kosi@pizza.si, 69.80, 0.00, 69.80, , HIŠNA NA ¼ [pelati|sir|šunka|gobe|artičoke], ZIMSKA PIZZA [pelati|sir|slanina|hrenovka|kisla smetana], POSEBNA [pelati|sir|šunka|beluši|kapre|artičoke], PIKANTNA [pelati|tabasco|sir|šunka|feferoni|tržaška omaka|gobe], SIROVA [pelati|mozzarela|gauda|gorgonzola|skuta], PIZZA MEDITERANA S TARTUFI [pelati|mozzarela|pečen pršut|rukola|tartufata|parmezan], , 
778, 4, Zaključena, Dodajanje sestavin, 12/01/2017 17:51:33, 12/01/2017 17:51:42, 12/01/2017 17:51:57, Uporabnik, Matjaž Jerman, DA, Branko Pečnik, ILOVŠKI ŠTRADON 30, 1000 Ljubljana, 044 883 032, branko.pecnik@pizza.si, 40.90, 2.00, 42.90, , KULEN [pelati|sir|hrenovka|kulen pikant salama], NACHO [pelati|sir|šunka|koruza|nacho sir|tržaška omaka], PEKOČA [pelati|mozzarela|pečena kulen salama|feferoni], POSEBNA [pelati|sir|šunka|beluši|kapre|artičoke], , , , 
808, 4, Zaključena, Pečenje, 12/01/2017 17:51:34, 12/01/2017 17:51:34, 12/01/2017 17:57:34, Uporabnik, Jan Solina, NE, Ljudmila Petrović, TOMAČEVSKA CESTA 1A, 1000 Ljubljana, 044 70 906, ljudmila.petrovic@pizza.si, 30.30, 0.00, 30.30, , MORSKA [pelati|sir|morski sadeži|tržaška omaka], VEGI MEXICO [pelati|mozzarela|feferoni|rdeča salsa|nacho sir], HIŠNA [pelati|sir|šunka|gobe|oliva], , , , , 
684, 9, Zaključena, Dodajanje sestavin, 12/01/2017 17:51:36, 12/01/2017 17:51:36, 12/01/2017 17:52:06, Uporabnik, Primož Blažič, NE, Bernarda Jereb, DOLENJSKA CESTA - DEL 162, 1000 Ljubljana, 044 417 255, bernarda.jereb@pizza.si, 32.80, 0.00, 32.80, 10.76, TOMAČEVO [pelati|sir|domača šunka|jurčki|hrenova omaka], NACHO [pelati|sir|šunka|koruza|nacho sir|tržaška omaka], TUNA [pelati|sir|tuna|čebula|kisla smetana], , , , , 
694, 7, Zaključena, Osebni prevzem, 12/01/2017 17:51:36, 12/01/2017 17:51:36, 12/01/2017 17:51:36, Sistem, , NE, Andreja Eržen, EIPPROVA ULICA 13, 1000 Ljubljana, 044 731 550, andreja.erzen@pizza.si, 30.60, 0.00, 30.60, , PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], KRANJSKA PIZZA [pelati|sir|slanina|domača klobasa|gobe|koruza], ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], , , , , 
694, 8, Zaključena, Zaključek, 12/01/2017 17:51:36, 12/01/2017 17:51:36, 12/01/2017 17:51:36, Sistem, , NE, Andreja Eržen, EIPPROVA ULICA 13, 1000 Ljubljana, 044 731 550, andreja.erzen@pizza.si, 30.60, 0.00, 30.60, , PIZZA S HRENOVKO [pelati|sir|hrenovka|jajce], KRANJSKA PIZZA [pelati|sir|slanina|domača klobasa|gobe|koruza], ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], , , , , 
752, 7, Zaključena, Zaključek, 12/01/2017 17:51:41, 12/01/2017 17:51:41, 12/01/2017 17:51:41, Sistem, , NE, Rafael Zalokar, ILEŠIČEVA ULICA 18, 1000 Ljubljana, 044 271 043, rafael.zalokar@pizza.si, 19.70, 0.00, 19.70, 4.89, ARTIČOKINA [pelati|sir|šunka|artičoke|oliva], VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], , , , , , 
719, 6, Zaključena, Pakiranje, 12/01/2017 17:51:42, 12/01/2017 17:51:42, 12/01/2017 17:54:08, Uporabnik, Klemen Rudolf, NE, Slavica Pirnat, PLEŠIČEVA ULICA 49, 1000 Ljubljana, 044 946 053, slavica.pirnat@pizza.si, 27.30, 0.00, 27.30, 9.85, ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], LJUBLJANSKA [pelati|sir|hrenovka|sveža paprika|skuta], MARGERITA [pelati|sir|oliva], , , , , 
829, 3, Zaključena, Pečenje, 12/01/2017 17:51:46, 12/01/2017 18:52:02, 12/01/2017 18:58:02, Uporabnik, Jernej Miklavčič, DA, Amalija Pavlin, POD BRESTI 34, 1000 Ljubljana, 044 883 952, amalija.pavlin@pizza.si, 20.50, 2.00, 22.50, , KMEČKA [pelati|sir|klobasa|čebula|ajvar|suha salama], Z RUKOLO -sezonska [pelati|mozzarela|paradižnik|rukola|parmezan], , , , , , 
828, 3, Zaključena, Pečenje, 12/01/2017 17:51:54, 12/01/2017 18:48:17, 12/01/2017 18:54:17, Uporabnik, Boris Medved, DA, Natalija Božič, ROŽNA DOLINA CESTA VIII 30, 1000 Ljubljana, 044 62 105, natalija.bozic@pizza.si, 49.20, 2.00, 51.20, 0.40, PEKOČA [pelati|mozzarela|pečena kulen salama|feferoni], KULEN [pelati|sir|hrenovka|kulen pikant salama], JABOLČNA [marmelada|jabolko|cimet|rozine|sladka smetana|čokoladni preliv], ČOLNARSKA [pelati|mozzarela|tuna|oliva], KRAŠKA [pelati|sir|pršut|tržaška omaka], , , 
778, 5, Zaključena, Pakiranje, 12/01/2017 17:51:57, 12/01/2017 17:54:08, 12/01/2017 17:57:06, Uporabnik, Klemen Rudolf, DA, Branko Pečnik, ILOVŠKI ŠTRADON 30, 1000 Ljubljana, 044 883 032, branko.pecnik@pizza.si, 40.90, 2.00, 42.90, , KULEN [pelati|sir|hrenovka|kulen pikant salama], NACHO [pelati|sir|šunka|koruza|nacho sir|tržaška omaka], PEKOČA [pelati|mozzarela|pečena kulen salama|feferoni], POSEBNA [pelati|sir|šunka|beluši|kapre|artičoke], , , , 
818, 3, Zaključena, Priprava, 12/01/2017 17:52:00, 12/01/2017 17:52:29, 12/01/2017 17:53:28, Uporabnik, Klemen Rudolf, NE, Vasja Černe, PETKOVA ULICA 3, 1000 Ljubljana, 044 375 576, vasja.cerne@pizza.si, 20.00, 0.00, 20.00, 9.93, VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], DOLENJSKA [pelati|sir|pečena slanina|artičoke|beluši], , , , , , 
703, 5, Zaključena, Pakiranje, 12/01/2017 17:52:02, 12/01/2017 17:52:02, 12/01/2017 17:53:23, Uporabnik, Matej Pirc, NE, Mile Kramar, VRHOVCI CESTA XXVI 3, 1000 Ljubljana, 044 112 260, mile.kramar@pizza.si, 22.20, 0.00, 22.20, 8.35, GORENJSKA PIZZA [pelati|sir|gobe|goveja salama], LAHKA [pelati|tuna|gorgonzola|paprika|pečena paprika], , , , , , 
684, 10, Zaključena, Pakiranje, 12/01/2017 17:52:06, 12/01/2017 17:57:06, 12/01/2017 17:59:42, Uporabnik, Klemen Rudolf, NE, Bernarda Jereb, DOLENJSKA CESTA - DEL 162, 1000 Ljubljana, 044 417 255, bernarda.jereb@pizza.si, 32.80, 0.00, 32.80, 10.76, TOMAČEVO [pelati|sir|domača šunka|jurčki|hrenova omaka], NACHO [pelati|sir|šunka|koruza|nacho sir|tržaška omaka], TUNA [pelati|sir|tuna|čebula|kisla smetana], , , , , 
816, 5, Zaključena, Hitra dostava, 12/01/2017 17:52:07, 12/01/2017 17:52:07, 12/01/2017 17:54:35, Sistem, , DA, Nik Tavčar, DOLNIČARJEVA ULICA 1, 1000 Ljubljana, 044 184 280, nik.tavcar@pizza.si, 22.90, 2.00, 24.90, 1.64, TOMAČEVO [pelati|sir|domača šunka|jurčki|hrenova omaka], DOLENJSKA [pelati|sir|pečena slanina|artičoke|beluši], , , , , , 
683, 7, Zaključena, Zaključek, 12/01/2017 17:52:10, 12/01/2017 17:52:10, 12/01/2017 17:52:10, Sistem, , DA, Vili Leskovar, ŠMARTNO 30, 1000 Ljubljana, 044 649 171, vili.leskovar@pizza.si, 54.40, 2.00, 56.40, 7.19, PEKOČA [pelati|mozzarela|pečena kulen salama|feferoni], HIŠNA [pelati|sir|šunka|gobe|oliva], TIROLSKA [pelati|sir|pečena slanina|goveja salama|hrenova omaka], DOMAČA [pelati|sir|gobe|jajce|domača salama], ARTIČOKINA [pelati|sir|šunka|artičoke|oliva], , , 
819, 3, Zaključena, Priprava, 12/01/2017 17:52:27, 12/01/2017 17:53:28, 12/01/2017 17:54:25, Uporabnik, Klemen Rudolf, NE, Vladimir Pintarič, ROŽNA DOLINA CESTA IX 3, 1000 Ljubljana, 044 912 213, vladimir.pintaric@pizza.si, 20.50, 0.00, 20.50, 9.82, Z RUKOLO -sezonska [pelati|mozzarela|paradižnik|rukola|parmezan], KMEČKA [pelati|sir|klobasa|čebula|ajvar|suha salama], , , , , , 
809, 4, Zaključena, Pečenje, 12/01/2017 17:52:29, 12/01/2017 18:12:33, 12/01/2017 18:18:33, Uporabnik, Karmen Prevec, NE, Martina Potočnik, PRIJATELJEVA ULICA 32, 1000 Ljubljana, 044 358 498, martina.potocnik@pizza.si, 17.10, 0.00, 17.10, , PIKANTNA [pelati|tabasco|sir|šunka|feferoni|tržaška omaka|gobe], MARGERITA [pelati|sir|oliva], , , , , , 
832, 1, Zaključena, Naročilo, 12/01/2017 17:52:31, 12/01/2017 17:52:31, 12/01/2017 17:52:31, Uporabnik, Janez Novak, DA, Albin Tomažič, STRAŽARJEVA ULICA 21, 1000 Ljubljana, 044 756 514, albin.tomazic@pizza.si, 51.20, 2.00, 53.20, , TRAVISO [pelati|sir|gobe|paradižnik|radič|parmezan], BELUŠKA [mozzarela|beluši|jurčki|oliva], VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], SARDINIJA [pelati|pršut|mozzarela|skuta|bazilika], RAGU PIZZA [pelati|sir|ragu omaka|čebula|parmezan], , , 
832, 2, Zaključena, Priprava, 12/01/2017 17:52:31, 12/01/2017 17:54:25, 12/01/2017 17:56:52, Uporabnik, Klemen Rudolf, DA, Albin Tomažič, STRAŽARJEVA ULICA 21, 1000 Ljubljana, 044 756 514, albin.tomazic@pizza.si, 51.20, 2.00, 53.20, , TRAVISO [pelati|sir|gobe|paradižnik|radič|parmezan], BELUŠKA [mozzarela|beluši|jurčki|oliva], VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], SARDINIJA [pelati|pršut|mozzarela|skuta|bazilika], RAGU PIZZA [pelati|sir|ragu omaka|čebula|parmezan], , , 
820, 3, Zaključena, Priprava, 12/01/2017 17:52:41, 12/01/2017 17:52:41, 12/01/2017 17:53:42, Uporabnik, Štefan Dolenc, NE, Polona Ramšak, HLADILNIŠKA POT 26C, 1000 Ljubljana, 044 493 982, polona.ramsak@pizza.si, 21.10, 0.00, 21.10, , ZIMSKA PIZZA [pelati|sir|slanina|hrenovka|kisla smetana], MORSKA [pelati|sir|morski sadeži|tržaška omaka], , , , , , 
656, 8, Zaključena, Zaključek, 12/01/2017 17:52:52, 12/01/2017 17:52:52, 12/01/2017 17:52:52, Sistem, , NE, Katarina Vidmar, ŠIŠENSKA CESTA 26, 1000 Ljubljana, 044 515 153, katarina.vidmar@pizza.si, 21.30, 0.00, 21.30, 5.02, Z RUKOLO -sezonska [pelati|mozzarela|paradižnik|rukola|parmezan], MEXICO [mozzarela|pelati|feferoni|rdeča salsa|gobe|pečena kulen salama], , , , , , 
833, 1, Zaključena, Naročilo, 12/01/2017 17:52:53, 12/01/2017 17:52:53, 12/01/2017 17:52:53, Uporabnik, Berta Potočnik, DA, Mladen Pogačnik, VODNIKOVA CESTA 84, 1000 Ljubljana, 044 768 540, mladen.pogacnik@pizza.si, 43.00, 2.00, 45.00, 8.15, NACHO [pelati|sir|šunka|koruza|nacho sir|tržaška omaka], MOZZARELINA [pelati|mozzarela|domača šunka|gobe|oliva], NACHO [pelati|sir|šunka|koruza|nacho sir|tržaška omaka], VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], , , , 
833, 2, Zaključena, Priprava, 12/01/2017 17:52:53, 12/01/2017 17:52:53, 12/01/2017 17:54:46, Uporabnik, Boštjan Kovačič, DA, Mladen Pogačnik, VODNIKOVA CESTA 84, 1000 Ljubljana, 044 768 540, mladen.pogacnik@pizza.si, 43.00, 2.00, 45.00, 8.15, NACHO [pelati|sir|šunka|koruza|nacho sir|tržaška omaka], MOZZARELINA [pelati|mozzarela|domača šunka|gobe|oliva], NACHO [pelati|sir|šunka|koruza|nacho sir|tržaška omaka], VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], , , , 
822, 3, Zaključena, Prekliči naročilo, 12/01/2017 17:53:00, 12/01/2017 17:53:00, 12/01/2017 17:53:00, Sistem, , NE, Tim Hribernik, TRŽAŠKA CESTA - DEL 15, 1000 Ljubljana, 044 877 329, tim.hribernik@pizza.si, 22.20, 0.00, 22.20, 6.33, DOLENJSKA [pelati|sir|pečena slanina|artičoke|beluši], DRAVSKA [pelati|mozzarela|gobe|paradižnik|paprika|slanina], , , , , , 
801, 4, Zaključena, Pakiranje, 12/01/2017 17:53:12, 12/01/2017 17:53:23, 12/01/2017 17:55:04, Uporabnik, Matej Pirc, DA, Ljubica Trček, VRHOVCI CESTA XXVIII 8, 1000 Ljubljana, 044 527 340, ljubica.trcek@pizza.si, 22.00, 2.00, 24.00, , GRAJSKA PIZZA [pelati|sir|gobe|slanina|trdo kuhano jajce], VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], , , , , , 
774, 6, Zaključena, Zaključek, 12/01/2017 17:53:17, 12/01/2017 17:53:17, 12/01/2017 17:53:17, Sistem, , DA, Klara Krivec, BIZOVIŠKA CESTA 16A, 1000 Ljubljana, 044 136 998, klara.krivec@pizza.si, 20.00, 2.00, 22.00, 4.32, PEKOČA [pelati|mozzarela|pečena kulen salama|feferoni], VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], , , , , , 
703, 6, Zaključena, Dostava, 12/01/2017 17:53:23, 12/01/2017 18:30:06, 12/01/2017 18:46:48, Uporabnik, Niko Bizjak, NE, Mile Kramar, VRHOVCI CESTA XXVI 3, 1000 Ljubljana, 044 112 260, mile.kramar@pizza.si, 22.20, 0.00, 22.20, 8.35, GORENJSKA PIZZA [pelati|sir|gobe|goveja salama], LAHKA [pelati|tuna|gorgonzola|paprika|pečena paprika], , , , , , 
736, 4, Zaključena, Dodajanje sestavin, 12/01/2017 17:53:26, 12/01/2017 17:53:26, 12/01/2017 17:54:11, Uporabnik, Primož Blažič, DA, Roman Resnik, GRIČ 6, 1000 Ljubljana, 044 478 976, roman.resnik@pizza.si, 39.90, 2.00, 41.90, 6.93, JABOLČNA [marmelada|jabolko|cimet|rozine|sladka smetana|čokoladni preliv], ARTIČOKINA [pelati|sir|šunka|artičoke|oliva], VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], , , , 
818, 4, Zaključena, Pečenje, 12/01/2017 17:53:28, 12/01/2017 18:51:17, 12/01/2017 18:57:17, Uporabnik, Boris Medved, NE, Vasja Černe, PETKOVA ULICA 3, 1000 Ljubljana, 044 375 576, vasja.cerne@pizza.si, 20.00, 0.00, 20.00, 9.93, VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], DOLENJSKA [pelati|sir|pečena slanina|artičoke|beluši], , , , , , 
530, 12, Zaključena, Dostava, 12/01/2017 17:53:32, 12/01/2017 18:20:54, 12/01/2017 18:23:54, Uporabnik, Nela Groznik, NE, Saša Rožič, SUHADOLČANOVA ULICA 32, 1000 Ljubljana, 044 850 461, sasa.rozic@pizza.si, 22.20, 0.00, 22.20, 1.50, KMEČKA [pelati|sir|klobasa|čebula|ajvar|suha salama], MORNAR [pelati|mozzarela|morski sadeži|dagnje], , , , , , 
820, 4, Zaključena, Pečenje, 12/01/2017 17:53:42, 12/01/2017 18:36:36, 12/01/2017 18:42:36, Uporabnik, Matej Straha, NE, Polona Ramšak, HLADILNIŠKA POT 26C, 1000 Ljubljana, 044 493 982, polona.ramsak@pizza.si, 21.10, 0.00, 21.10, , ZIMSKA PIZZA [pelati|sir|slanina|hrenovka|kisla smetana], MORSKA [pelati|sir|morski sadeži|tržaška omaka], , , , , , 
834, 1, Zaključena, Naročilo, 12/01/2017 17:53:53, 12/01/2017 17:53:53, 12/01/2017 17:53:53, Uporabnik, Janez Novak, DA, Domen Jerič, GOSPOSVETSKA CESTA 17, 1000 Ljubljana, 044 944 435, domen.jeric@pizza.si, 10.40, 2.00, 12.40, 9.41, BELUŠKA [mozzarela|beluši|jurčki|oliva], , , , , , , 
834, 2, Zaključena, Priprava, 12/01/2017 17:53:53, 12/01/2017 17:53:53, 12/01/2017 17:54:27, Uporabnik, Katarina Jenko, DA, Domen Jerič, GOSPOSVETSKA CESTA 17, 1000 Ljubljana, 044 944 435, domen.jeric@pizza.si, 10.40, 2.00, 12.40, 9.41, BELUŠKA [mozzarela|beluši|jurčki|oliva], , , , , , , 
835, 1, Zaključena, Naročilo, 12/01/2017 17:54:02, 12/01/2017 17:54:02, 12/01/2017 17:54:02, Uporabnik, Berta Potočnik, NE, Robert Smrekar, POT K SAVI 11, 1000 Ljubljana, 044 293 339, robert.smrekar@pizza.si, 13.70, 0.00, 13.70, 8.85, KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], , , , , , , 
835, 2, Zaključena, Počakaj, 12/01/2017 17:54:02, 12/01/2017 17:54:02, 12/01/2017 18:04:02, Sistem, , NE, Robert Smrekar, POT K SAVI 11, 1000 Ljubljana, 044 293 339, robert.smrekar@pizza.si, 13.70, 0.00, 13.70, 8.85, KRALJEVA [pelati|sir|morski sadeži|losos|kaviar], , , , , , , 
789, 7, Zaključena, Osebni prevzem, 12/01/2017 17:54:04, 12/01/2017 17:54:04, 12/01/2017 17:54:04, Sistem, , NE, Mile Pintar, TOMAŽIČEVA ULICA 36, 1000 Ljubljana, 044 189 683, mile.pintar@pizza.si, 70.80, 0.00, 70.80, , VEGETARIJANSKA [pelati|sir|sveži paradižnik|paprika|koruza|gobe|oliva], ŠTAJERSKA [pelati|sir|gobe|kulen salama|pekoči feferoni], GOBJA [pelati|mozzarela|šampinjoni|jurčki], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], ČOLNARSKA [pelati|mozzarela|tuna|oliva], VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], KRAŠKA [pelati|sir|pršut|tržaška omaka], 
789, 8, Zaključena, Zaključek, 12/01/2017 17:54:04, 12/01/2017 17:54:04, 12/01/2017 17:54:04, Sistem, , NE, Mile Pintar, TOMAŽIČEVA ULICA 36, 1000 Ljubljana, 044 189 683, mile.pintar@pizza.si, 70.80, 0.00, 70.80, , VEGETARIJANSKA [pelati|sir|sveži paradižnik|paprika|koruza|gobe|oliva], ŠTAJERSKA [pelati|sir|gobe|kulen salama|pekoči feferoni], GOBJA [pelati|mozzarela|šampinjoni|jurčki], VEGILAHKA [pelati|paradižnik|paprika|koruza|gobe], ČOLNARSKA [pelati|mozzarela|tuna|oliva], VRAŽJA [pikantna omaka|sir|domača šunka|feferoni], KRAŠKA [pelati|sir|pršut|tržaška omaka], 
719, 7, Zaključena, Dostava, 12/01/2017 17:54:08, 12/01/2017 17:54:08, 12/01/2017 18:13:49, Uporabnik, Izidor Trstenjak, NE, Slavica Pirnat, PLEŠIČEVA ULICA 49, 1000 Ljubljana, 044 946 053, slavica.pirnat@pizza.si, 27.30, 0.00, 27.30, 9.85, ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], LJUBLJANSKA [pelati|sir|hrenovka|sveža paprika|skuta], MARGERITA [pelati|sir|oliva], , , , , 
736, 5, Zaključena, Pakiranje, 12/01/2017 17:54:11, 12/01/2017 17:54:11, 12/01/2017 17:56:56, Uporabnik, Štefan Dolenc, DA, Roman Resnik, GRIČ 6, 1000 Ljubljana, 044 478 976, roman.resnik@pizza.si, 39.90, 2.00, 41.90, 6.93, JABOLČNA [marmelada|jabolko|cimet|rozine|sladka smetana|čokoladni preliv], ARTIČOKINA [pelati|sir|šunka|artičoke|oliva], VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], ITALIJANSKA [pelati|sir|ragu omaka|sveži paradižnik|sveža paprika], , , , 
799, 5, Zaključena, Dodajanje sestavin, 12/01/2017 17:54:14, 12/01/2017 17:54:14, 12/01/2017 17:54:29, Uporabnik, Matjaž Jerman, NE, Božena Podgoršek, NOVO POLJE CESTA XVII 9, 1000 Ljubljana, 044 837 096, bozena.podgorsek@pizza.si, 23.90, 0.00, 23.90, 3.73, VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], RIBJA [pelati|sir|morski sadeži|tuna|losos|kaviar], , , , , , 
706, 6, Zaključena, Dodajanje sestavin, 12/01/2017 17:54:17, 12/01/2017 17:54:17, 12/01/2017 17:55:32, Uporabnik, Primož Blažič, NE, Sandra Hrovat, CESTA 24. JUNIJA 20, 1000 Ljubljana, 044 984 944, sandra.hrovat@pizza.si, 81.40, 0.00, 81.40, 8.16, DRAVSKA [pelati|mozzarela|gobe|paradižnik|paprika|slanina], PIZZA MEDITERANA S TARTUFI [pelati|mozzarela|pečen pršut|rukola|tartufata|parmezan], TUNA [pelati|sir|tuna|čebula|kisla smetana], HIŠNA NA ¼ [pelati|sir|šunka|gobe|artičoke], RIBJA [pelati|sir|morski sadeži|tuna|losos|kaviar], TOMAČEVO [pelati|sir|domača šunka|jurčki|hrenova omaka], LJUBLJANSKA [pelati|sir|hrenovka|sveža paprika|skuta], 
819, 4, Zaključena, Pečenje, 12/01/2017 17:54:25, 12/01/2017 18:15:33, 12/01/2017 18:21:33, Uporabnik, Karmen Prevec, NE, Vladimir Pintarič, ROŽNA DOLINA CESTA IX 3, 1000 Ljubljana, 044 912 213, vladimir.pintaric@pizza.si, 20.50, 0.00, 20.50, 9.82, Z RUKOLO -sezonska [pelati|mozzarela|paradižnik|rukola|parmezan], KMEČKA [pelati|sir|klobasa|čebula|ajvar|suha salama], , , , , , 
834, 3, Zaključena, Pečenje, 12/01/2017 17:54:27, 12/01/2017 18:55:02, 12/01/2017 19:01:02, Uporabnik, Jernej Miklavčič, DA, Domen Jerič, GOSPOSVETSKA CESTA 17, 1000 Ljubljana, 044 944 435, domen.jeric@pizza.si, 10.40, 2.00, 12.40, 9.41, BELUŠKA [mozzarela|beluši|jurčki|oliva], , , , , , , 
799, 6, Zaključena, Pakiranje, 12/01/2017 17:54:29, 12/01/2017 18:00:46, 12/01/2017 18:02:20, Uporabnik, Simona Vodopivec, NE, Božena Podgoršek, NOVO POLJE CESTA XVII 9, 1000 Ljubljana, 044 837 096, bozena.podgorsek@pizza.si, 23.90, 0.00, 23.90, 3.73, VEGI NACHO [pelati|sir|sveži paradižnik|pečena paprika|nacho sir|oliva], RIBJA [pelati|sir|morski sadeži|tuna|losos|kaviar], , , , , , 
836, 1, Zaključena, Naročilo, 12/01/2017 17:54:31, 12/01/2017 17:54:31, 12/01/2017 17:54:31, Uporabnik, Berta Potočnik, DA, Tajda Rozman, MARINCLJEVA ULICA 3, 1000 Ljubljana, 044 296 620, tajda.rozman@pizza.si, 10.40, 2.00, 12.40, 5.01, HIŠNA [pelati|sir|šunka|gobe|oliva], , , , , , , 
716, 7, Zaključena, Zaključek, 12/01/2017 17:54:31, 12/01/2017 17:54:31, 12/01/2017 17:54:31, Sistem, , DA, Breda Bevc, POKLUKARJEVA ULICA 104, 1000 Ljubljana, 044 101 857, breda.bevc@pizza.si, 25.50, 2.00, 27.50, 7.48, TUNA [pelati|sir|tuna|čebula|kisla smetana], HIŠNA PIZZA [pelati|sir|domača salama|domača šunka|domača klobasa|gobe|jajce|oliva], , , , , , 
836, 2, Zaključena, Priprava, 12/01/2017 17:54:31, 12/01/2017 17:54:31, 12/01/2017 17:54:58, Uporabnik, Štefan Dolenc, DA, Tajda Rozman, MARINCLJEVA ULICA 3, 1000 Ljubljana, 044 296 620, tajda.rozman@pizza.si, 10.40, 2.00, 12.40, 5.01, HIŠNA [pelati|sir|šunka|gobe|oliva], , , , , , , 
767, 5, Zaključena, Dodajanje sestavin, 12/01/2017 17:54:33, 12/01/2017 17:54:33, 12/01/2017 17:54:48, Uporabnik, Matjaž Jerman, NE, Darja Zorman, OB SAVI 12, 1000 Ljubljana, 044 694 127, darja.zorman@pizza.si, 23.40, 0.00, 23.40, 10.84, RIBJA [pelati|sir|morski sadeži|tuna|losos|kaviar], ZELENJAVNA [pelati|sir|paradižnik|paprika|artičoke|beluši|koruza|oliva], , , , , , 
816, 6, Zaključena, Zaključek, 12/01/2017 17:54:35, 12/01/2017 17:54:35, 12/01/2017 17:54:35, Sistem, , DA, Nik Tavčar, DOLNIČARJEVA ULICA 1, 1000 Ljubljana, 044 184 280, nik.tavcar@pizza.si, 22.90, 2.00, 24.90, 1.64, TOMAČEVO [pelati|sir|domača šunka|jurčki|hrenova omaka], DOLENJSKA [pelati|sir|pečena slanina|artičoke|beluši], , , , , , 
